Date,PMID,Passage,Data
20181128,28712995,Note that the post-processed HCP900 Parcellation + Timeseries + Netmats (PTN) data are publicly available (https://db.humanconnectome.org).,humanconnectome.org
20181128,28714951,"Accession codes: The raw WES data has been in part deposited into NDAR (#2337), and we will ensure that the new data will be deposited upon publication.",ndar
20190117,28719003,"SeqMeta, https://github.com/DavisBrian/seqMeta.",github
20181231,28719760,"At the ESM information session, subjects provided informed consent and the experimenter explained the ESM questionnaire (including what we meant by mind-wandering, with examples; see full instruction script at https://osf.io/p6rak/), instructed subjects how to use the PDAs, and described the study requirements (including 3 brief lab visits to download data and report technical problems).",osf.io
20181231,28719760,"Data used for all analyses, as well as sample analysis scripts and output, are available via the Open Science Framework (https://osf.io/p6rak/).",osf.io
20181229,28723728,Global mean intensity and motion outliers were identified using Artifact Detection Tools (ART; available at www.nitrc.org/projects/artifactdetect).,nitrc
20181121,28729829,"The actual implementation of the algorithm is written in Rust (www.rust-lang.org) (Schiffler et al.,) and is freely available for download on our GitHub page (neuro.github.io).",github
20181230,28730183,"Of these, we excluded 22 for quality control reasons: (a) 20 for low (<100) rsfMRI signal-to-noise ratio (SNR = mean/standard deviation of the mean slice intensity time series), and (b) 16 for rsfMRI data containing > 20 outlier volumes, calculated using the SPM-based Artifact Detection Tools (ART; www.nitrc.org/projects/artifact_detect), with z-threshold set to 3, movement threshold 0.5, and rotation threshold 0.05.",nitrc
20181105,28730732,Resting-state fMRI data were downloaded from the Autism Brain Imaging Data Exchange (ABIDE) database (http://fcon_1000.projects.nitrc.org/indi/abide/).,fcon_1000.projects
20181105,28730732,Please found the ethic statement at the official website of ABIDE database (http://fcon_1000.projects.nitrc.org/indi/abide/),fcon_1000.projects
20181229,28732273,Code to run this example and reproduce Figures 2 and 3 is available at https://github.com/slinderman/tdlds.,github
20181231,28734172,"Data from Experiment 1 and all following experiments are available on our Open Science Framework project page, https://osf.io/kjpnk/.",osf.io
20181105,28735709,Supplemental Materials: Derived data and analytical details for this work are available from: http://osf.io/2ctzq,osf.io
20181116,28740249,A group-average template of all 146 MRI scans used in the skull analysis was created using ANTs software (http://stnava.github.io/ANTs).,github
20181231,28740870,Functional connectivity of VTA and SN was computed using the CONN toolbox (v. 15.h; https://www.nitrc.org/projects/conn/).,nitrc
20181229,28743459,"MATLAB R2015a, SPM12b and custom MATLAB scripts (www.github.com/lypsychlab/RSA) were used to process and analyze all MRI data post-scanner.",github
20181229,28743459,Motion and spike artifact correction was performed with the ART toolbox (www.nitrc.org/projects/artifact_detect).,nitrc
20181119,28751859,"Results: The resulting functionally-defined white matter atlases (i.e., for each tract and each network as a whole) were saved as NIFTI images in stereotaxic ICBM coordinates, and have been added to the UManitoba-JHU Functionally-Defined Human White Matter Atlas (http://www.nitrc.org/projects/uofm_jhu_atlas/).",nitrc
20181119,28751859,1http://www.nitrc.org/projects/uofm_jhu_atlas,nitrc
20181119,28751859,5http://www.nitrc.org/projects/uofm_jhu_atlas,nitrc
20181119,28751859,12http://humanconnectome.org,humanconnectome.org
20181230,28757305,The resulting T1/T2 ratio image was then sampled to the surface using a specialized algorithm available in the Connectome Workbench suite of tools (‘-volume-to-surface-mapping –myelin-style’; available at http://humanconnectome.org).,humanconnectome.org
20181230,28757305,Code to perform preprocessing and analysis is available at https://github.com/MidnightScanClub.,github
20181230,28759051,Code Availability: All computer code used in this work is freely available from https://github.com/fengzhanglab/CRISPR-Human_Variation_Nature_Medicine_manuscript.,github
20190801,28761083,"Although there were no genome-wide significant findings, the 53.7 kb (chr8:128,568,359–128,622,083) haplotype block encompassing the top SNP, rs4733767 (Figure S7), contains 25 H3K27Ac peaks in the ENCODE/ROADMAP data, suggesting it has regulatory potential, although the current release of the Genotype-Tissue Expression project (GTEx Release V6 (dbGaP Accession phs000424.v6.p1)) has no eQTLs in the block.",dbgap
20181117,28769750,"A recent study explores relationships between gene expression and distributed spatial patterns of synchronous brain activity consistently observed in resting state (RS) fMRI (Richiardi et al.,) using microarray data from the Allen Brain Atlas (http://human.brain-map.org; Hawrylycz et al.,).",brain-map.org
20181117,28769750,and results presented here are available at https://github.com/spiropan/ABA_functional_networks.,github
20181230,28772125,"Implementations of our event segmentation model, along with simulated data examples, are available on GitHub at https://github.com/intelpni/brainiak (python) and at https://github.com/cbaldassano/Event-Segmentation (Matlab).",github
20190502,28776147,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/),nitrc
20190502,28776147,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/),nitrc
20181120,28779177,The source code and additional files needed for the KymoFlow program are available for download on GitHub at https://github.com/kmiller324/KymoFlow.,github
20190208,28781753,https://rescience.github.io).,github
20190208,28781753,"Here, we propose a formal template for a reproducible brain imaging publication and provide an example on fully open data from the NITRC Image Repository.",nitrc
20190208,28781753,"In this report, we use existing technologies (i.e., NITRC ( http://nitrc.org), NIDM ( http://nidm.nidash.org), Nipype ( http://nipy.org/nipype), NeuroDebian ( http://neuro.debian.net)) to generate a re-executable publication for a very simple analysis problem, which can form an essential template to guide future progress in enhancing re-executability of workflows in neuroimaging publications.",nitrc
20190208,28781753,"The complete workflow and results can be found in the Github repository (doi, 10.5281/zenodo.800758; ).",github
20190208,28781753,The dataset for this exercise was created by a query as an unregistered guest user of the NITRC Image Repository (NITRC-IR; RRID:SCR_004162; ).,nitrc
20190208,28781753,"We queried the NITRC-IR search page ( http://www.nitrc.org/ir/app/template/Index.vm; 1-Jan-2017) on the ‘MR’ tab with the following specification: age, 10–15 years old; Field Strength, 3.",nitrc
20190208,28781753,The workflow is available in the GitHub repository.,github
20190208,28781753,The code for these additional steps is included in the GitHub repository as well.,github
20190208,28781753,"The build instructions for the Docker container are provided on the GitHub repository, and uses Debian 8.7 as the base operating system.",github
20190208,28781753,General instructions for setting up the needed software environment on GNU/Linux and MacOS systems is provided in the README.md file in the GitHub repository.,github
20190208,28781753,"One can also use the NITRC Computational Environment (NITRC-CE, RRID:SCR_002171).",nitrc
20190208,28781753,"The NITRC-CE is built upon NeuroDebian (RRID:SCR_004401; ), and comes with FSL (version 5.0.9-3~nd14.04+1) pre-installed on an Ubuntu 14.04 operating system.",nitrc
20190208,28781753,"For this paper, we used the NITRC-CE v0.42, with the following specific identifier (AMI ID): ami-ce11f2ae.",nitrc
20190208,28781753,"We performed the analysis (the above described workflow applied to the above described data, using the described computational system) with the Docker container provided and stored these results in our GitHub repository as the ‘reference run’, representing the official result that we are publishing for this analysis.",github
20190208,28781753,"In order to demonstrate these potential differences, we ran this identical workflow on the Mac OS X 10.12.4, CentOS 7.3, and NITRC Computational Environment on AWS.",nitrc
20190208,28781753,"In addition to the reference run, the code for the project is housed in the Github repository.",github
20190208,28781753,The specific versions of data used in this publication are available from NITRC.,nitrc
20190208,28781753,"The code, environment details, and reference output are all available from the GitHub repository.",github
20190208,28781753,The results of the reference run are stored in the expected_output folder of the GitHub repository at https://github.com/ReproNim/simple_workflow/tree/1.1.0/expected_output.,github
20190208,28781753,Re-execution of the native analysis on the CentOS 7.3 and NITRC-CE (Ubuntu 14.04) on AWS provides an identical result to the reference run.,nitrc
20190208,28781753,"Data distributions with clear versioning of the data, such as DataLad ( http://datalad.org), will unify versioned access to data resources and sharing of derived results.",datalad
20190208,28781753,Workflow and results are available on GitHub at: https://github.com/ReproNim/simple_workflow.,github
20190208,28781753,"Archived workflow and results as at time of publication: doi, 10.5281/zenodo.800758 ( ).",zenodo
20190208,28781753,"The data used in this publication are available at NITRC-IR (project, fcon_1000; image collection: doi, 10.18116/C6C592 - ) and referenced in Supplementary File 1.",nitrc
20190208,28781753,"These data were originally gathered from the NITRC-IR, 1000 Functional Connectomes project, Ann Arbor and New York sub-projects.",nitrc
20190208,28781753,The data used is anonymized and publicly available at NITRC-IR.,nitrc
20190208,28781753,"This file contains the basic demographics of the subjects (Subject, Age, Hand, Gender, and Acquisition Site) as well as the URL to the imaging data, as hosted at NITRC-IR (project, fcon_1000).",nitrc
20181105,28792117,Resting-state fMRI data was downloaded from the ABIDE database (http://fcon_1000.projects.nitrc.org/indi/abide/).,fcon_1000.projects
20181231,28803557,All brain data pre-preprocessing and group analyses were conducted using an alpha version (0.3.9) of the Configurable Pipeline for the Analysis of Connectomes (CPAC; http://fcp-indi.github.io/).,github
20181207,28803940,We are making the FIRMM software and manuals available on our website (http://www.firmm.us) and on the Neuroimaging Informatics Tools and Resources Clearinghouse (https://www.nitrc.org).,nitrc
20181207,28803940,"FIRMM users interested in using FIRMM’s motion numbers for data processing and denoising can either import them from the log files, or from the JSON files using the JQ command-line JSON processor (https://stedolan.github.io/jq/).",github
20181121,28807002,The source code used to analyze the 1000 Genomes data is available online at https://github.com/dpastling/plethora.,github
20181121,28807002,And the source code used to carry out the simulations is available at https://github.com/dpastling/DUF1220_simulation.,github
20181121,28807002,The source code used to annotate DUF1220 domains is available at https://github.com/IleaHeft/DUF1220annotator.,github
20181121,28807002,All source code used in this study is released under the MIT License and archived on Zenodo at http://doi.org/10.5281/zenodo.840606.,zenodo
20181115,28813643,An implementation of MCPA and sample scripts in MATLAB are freely available at https://github.com/yuanningli/MCPA.,github
20181123,28819155,The protocol and all code are made freely available to the scientific community (https://github.com/wemackey/Kroes_etal_VR).,github
20181123,28819155,The unity scripts and assets are available on : https://github.com/wemackey/Kroes_etal_VR).,github
20181229,28822752,Using the Human Phenotype Ontology (HPO) browser (http://human-phenotype-ontology.github.io) we searched for terms representing 25 GTEx tissues.,github
20181230,28823679,Data used to generate these figures are archived at https://figshare.com/s/43301bcb03202ec0f086,figshare
20190530,28826493,Structural and functional fMRI data are available through the Dryad repository .,dryad
20181105,28826946,"We have adapted and implemented the ComBat methodology to imaging data, and the software is available in both R and Matlab on GitHub (https://github.com/Jfortin1/ComBatHarmonization).",github
20181130,28829807,All preprocessing was done using the Python Time Series Analysis (ptsa) library (https://github.com/compmem/ptsa).,github
20190704,28841086,"More sophisticated approaches involving nested cross-validation or alternative decision rules for selecting among cross-validated models are also available (for discussion, see, as well as the online Python and R tutorials we have made available at http://github.com/tyarkoni/PPS2016).",github
20190704,28841086,We have made interactive examples written in Python and R available online (http://github.com/tyarkoni/PPS2016).,github
20190704,28841086,"In interactive notebooks made available online (http://github.com/tyarkoni/PPS2016), we also provide sample Python and R code that illustrates the application of many of the methods described throughout this paper.",github
20190117,28842114,The employed neonate multi-atlas is disseminated here: https://www.nitrc.org/projects/unc_brain_atlas/.,nitrc
20190304,28843437,Subjects completed a test battery (“Charlie”; https://github.com/sammosummo/Charlie) containing several other measures.,github
20181203,28846088,"A list of quality metrics was obtained for all DroNc-seq datasets using Samtools (http://samtools.sourceforge.net/), Picard Tools (http://broadinstitute.github.io/picard/), and in-house scripts.",github
20181203,28846088,"Raw human sequencing data is available at dbGaP, under accession phs000424.v8.p1, and expression tables are available at http://www.gtexportal.org/home/datasets.",dbgap
20190116,28850589,The data and analysis files and all laughter clips are available online (https://osf.io/ca66s/).,osf.io
20181110,28855605,All genetic and cognitive data used in this study can be accessed at https://figshare.com/s/34a8ffa9182221b075c5.,figshare
20181110,28855605,All genetic and cognitive data used in this study can be accessed at https://figshare.com/s/34a8ffa9182221b075c5.,figshare
20190116,28868140,"Finally, a new S4 class called SingleCellExperiment is currently under development ( https://github.com/drisso/SingleCellExperiment).",github
20190116,28868140,The source code for this workflow can be found at https://github.com/fperraudeau/singlecellworkflow.,github
20190116,28868140,Archived source code as at time of publication: http://doi.org/10.5281/zenodo.826211 ( ).,zenodo
20190116,28868140,"The four packages used in the workflow ( scone, zinbwave, clusterExperiment, and slingshot) are Bioconductor R packages and are available at, respectively, https://bioconductor.org/packages/scone, https://bioconductor.org/packages/zinbwave, https://bioconductor.org/packages/clusterExperiment, and https://github.com/kstreet13/slingshot.",github
20181230,28869582,All imaging data were analyzed using the SIMA software package written in Python (https://github.com/losonczylab/sima).,github
20181230,28869582,The datasets generated and analyzed during the current study are available in the Dryad Digital Repository at https://dx.doi.org/10.5061/dryad.rq560.,dryad
20181230,28869582,Data analysis and simulation code are available on GitHub at https://github.com/losonczylab/Zaremba_NatNeurosci_2017.,github
20181123,28871500,"To facilitate future research, we make the code to identify human SIPS publicly available in Github repository [https://github.com/htakemur/SIPS] and also as part of AFQ toolbox [Yeatman et al.",github
20181123,28871500,; https://github.com/yeatmanlab/AFQ].,github
20181123,28871500,"Diffusion data were preprocessed using mrDiffusion, implemented in Matlab as part of the mrVista software distribution (https://github.com/vistalab/vistasoft).",github
20181123,28871500,"; http://francopestilli.github.io/life/), which generates streamlines with various tractography parameters and removes those that do not contribute to predicting the diffusion signals.",github
20181123,28871500,; https://github.com/brain-life/ensemble_tractography).,github
20181123,28871500,The MATLAB code used to identify SIPS in this study is available in Github repository [https://github.com/htakemur/SIPS] and also as part of the AFQ toolbox [Yeatman et al.,github
20181123,28871500,; https://github.com/yeatmanlab/AFQ].,github
20181123,28871500,"To facilitate further research on SIPS, we describe the methods and provide open-source implementations [https://github.com/htakemur/SIPS; https://github.com/yeatmanlab/AFQ].",github
20181124,28873406,The codes for both TM-GLM and GBLM are available at https://github.com/abedghanbari2/stsp.,github
20181203,28876500,"Resting-state (RS) functional magnetic resonance imaging (fMRI) data and phenotypical information of 86 SCZ patients and 84 HCs obtained from the COBRE sample (http://fcon_1000.projects.nitrc.org/indi/retro/cobre.html) and the University Hospital of Göttingen, Germany, were included in the analysis.",fcon_1000.projects
20181114,28880888,"ABIDE (http://fcon_1000.projects.nitrc.org/indi/abide/): N = 187 children, adolescents, and young adults, either “typical” or high-functioning patients with autism spectrum disorder, representing the CalTech, NYU, UCLA, and USM subgroups of the full ABIDE dataset (these subgroups were chosen because they were already on local servers); all sites used Siemens 3T scanners; the NYU acquisition order was ‘alt+z’ while the others were ‘alt+z2’; Caltech: TR = 2000 ms; TE = 30 ms; voxels = 3.5 x 3.5 x 3.5 mm; 1 run of 150 volumes (5 min); NYU: TR = 2000 ms; TE = 15 ms; voxels = 3 x 3 x 4 mm; 1 run of 180 volumes (6 min); UCLA: TR = 3000 ms; TE = 28 ms; voxels = 3 x 3 x 4 mm; 1 run of 120 volumes (6 min); USM: TR = 2000 ms; TE = 28 ms; voxels = 3.4 x 3.4 x 4 mm; 1 run of 240 volumes (8 min).",fcon_1000.projects
20181231,28892061,"ldsc software and tutorials, http://www.github.com/bulik/ldsc;",github
20181231,28892061,"ARGON software, https://github.com/pierpal/ARGON;",github
20190107,28892073,"This is in part due to the aggregation of a large (N=973), multi-site, publicly available data set called ADHD-200 (http://fcon_1000.projects.nitrc.org/indi/adhd200/) with which an orchestrated global machine learning competition was implemented.",fcon_1000.projects
20190116,28894112,"1.0 mm micro-punches were taken from the ventrolateral and dorsolateral part of striatum, rostral to the hippocampus, excluding the lateral septal nucleus, but included nuclueus accumbens and most of caudate putamen; the main structures containing D1/2 dopamine receptors in striatum (http://www.brain-map.org/).",brain-map.org
20181210,28900299,"The datasets, analysis code and other relevant materials are available through https://github.com/changlabneuro/social_foraging.",github
20181114,28904382,We provide open source software implementing the encoding framework at http://www.github.com/brain-life/encode and data to reproduce the analyses at http://hdl.handle.net/2022/21480.,github
20181114,28904382,"To contribute advancing scientific understanding and reproducibility, we provide an open source implementation of the encoding method and files to reproduce figures at http://www.github.com/brain-life/encode.",github
20181114,28904382,"Dataset are available online at http://purl.stanford.edu/rt034xr8593, http://purl.stanford.edu/ng782rw8378 and https://www.humanconnectome.org/data/.",humanconnectome.org
20190605,28917059,Data is available via the XNAT platform https://central.xnat.org/app/template/Index.vm (dataset title 'Direct modulation of aberrant brain network connectivity through real-time neurofeedback' with ID number ASD_NF).,xnat.org
20181121,28920934,"RNA probes for Tac1, Egflam, Crhbp, Cckar, and Iigp were designed following Allen Brain Atlas’s probe design guideline (http://help.brain-map.org/display/mousebrain/Documentation?preview=/2818169/3276841/ABADataProductionProcesses.pdf).",brain-map.org
20181121,28920934,Read alignment was carried out using HISAT2 (https://github.com/infphilo/hisat2) against the mouse mm10 reference genome obtained from ENSEMBL database (http://useast.ensembl.org/).,github
20181201,28928647,Open source Matlab code (available at https://doi.org/10.6084/m9.figshare.4905677) demonstrates how to implement the GED analysis for several example sleep recordings.,figshare
20181201,28928647,Supplementary code for slow/fast sigma peak separation can be found at https://doi.org/10.6084/m9.figshare.4905677,figshare
20191116,28942061,"As an example, took advantage of data from the Human Connectome Project (https://www.humanconnectome.org/) to probe dFC during rest in a large sample of participants.",humanconnectome.org
20190502,28942738,"First, a single multiple regression was performed in which individual differences in static or dynamic RSFC from clusters identified by voxelwise analysis (extracted using REX, https://www.nitrc.org/projects/rex/,) and the interaction of these factors were regressed on AUC values.",nitrc
20181230,28942923,A Github repository containing R scripts and parsed data can be found online (see Key Resources Table).,github
20181229,28943083,Code used for tracking jellyfish activity and analysis are available at https://github.com/GradinaruLab/Jellyfish.,github
20181229,28944306,"After preprocessing, Artifact detection Tools (ART) software (http://www.nitrc.org/projects/artifact_detect/) was used to address any possible influence of spiking or high-movement volumes by detecting global mean intensity and translation or rotational motion outliers (>4.5 SD from the mean global brain activation, >2mm movement, or 2o translation in any direction) within each participant’s data by creating a regressor within each participant’s first-level analysis that accounted for the possible confounding effects of volumes with large motion deflections or intensity spikes.",nitrc
20181115,28947178,"We also searched for Efnb and EphB expression in the Allen Institute for Brain Science database of single cell transcriptome patterns of >1,600 individual cells isolated from the mouse primary visual cortex, including 750 interneurons (http://casestudies.brain-map.org/celltax#section_explorea).",brain-map.org
20181203,28952137,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181203,28952137,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181203,28952137,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181203,28952137,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181113,28971003,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20181113,28971003,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon/).,nitrc
20190204,28985231,"Software for the Gibbs sampler and a Python wrapper for the Pólya-Gamma routine based on the original code by Jesse Windle, available at https://github.com/jwindle, is available at https://github.com/AraiKensuke/PP-AR and https://github.com/AraiKensuke/pyPG, respectively.",github
20181231,28985566,Allen reference brain with anatomical abbreviation is accessible in http://atlas.brain-map.org/,brain-map.org
20190502,28994487,https://github.com/neuropoly/qMRLab,github
20190502,28994487,https://osf.io/yebwd/,osf.io
20190502,28994487,https://osf.io/xgsn9/,osf.io
20190718,29019975,"The current release (dbGaP accession phs000424.v7.p2) of GTEx provides 11688 transcriptomes from 714 individuals and 53 tissues (median of 17 tissues per individual, 173 samples per tissue).",dbgap
20190718,29019975,"Other molecular phenotypes, such as DNA methylation, will be similar to RNA-seq expression, generating both raw sequence data with individual sequence variation information that will be deposited into the controlled access database dbGaP, while much of the processed data and results can be made available without access controls through the GTEx portal (see URLs).",dbgap
20181203,29022597,All data are available from dbGaP (accession phs000424.v6.p1) with multiple data views publicly available from the GTEx Portal (www.gtexportal.org).,dbgap
20181203,29022597,"To enable ongoing use of the GTEx data, summary-level expression data and eQTLs across all tissues are available from the GTEx Portal (www.gtexportal.org), while all individual-level raw data have been deposited in dbGaP (accession phs000424.v6.p1).",dbgap
20181203,29022597,Full ASE data are available through dbGaP.,dbgap
20181203,29022597,Genotype data from the GTEx v6p release are available in dbGaP (study accession phs000424.v6.p1; https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000424.v6.p1).,dbgap
20181203,29022597,Allelic expression data are also available in dbGaP.,dbgap
20181203,29022597,"Software used to process the RNA-seq, genotypes, cis-eQTLs, and ASE is available at: https://github.com/broadinstitute/gtex-pipeline.",github
20181231,29024660,The code to run this software is provided in Github (see Key Resources Table).,github
20190208,29031531,"Functional connectivity was analyzed using custom scripts in AFNI and MATLAB and visualized using the CONN toolbox (v17, https://www.nitrc.org/projects/conn) and SUMA .",nitrc
20181229,29033335,All data and code for data analysis is available on Open Science Framework at https://osf.io/vw4uc/.,osf.io
20181118,29034334,Matlab code for all models and analysis is available at: https://github.com/TheGoldLab/Projects/KrishnamurthyNassarEtAl2017.,github
20190107,29039851,"Networks and sub-networks were visualized using BrainNet Viewer (http://www.nitrc.org/projects/bnv,).",nitrc
20181231,29040014,All data and materials have been made publicly available via the Open Science Framework and can be accessed at https://osf.io/56rzh.,osf.io
20181121,29042551,"Previous research on the four genes identified by PolyStrat revealed that all are expressed in the striatum, a brain region linked to OCD (http://human.brain-map.org/).",brain-map.org
20181121,29042551,Sequencing reads were aligned and processed by Picard analysis pipeline (http://broadinstitute.github.io/picard/).,github
20181124,29044112,"We have also provided a GitHub repository with both MATLAB and Python code to run FWE-correction using permutation tests using the approach described in Nichols & Holmes, 2002.",github
20181124,29044112,https://github.com/ColeLab/informationtransfermapping,github
20181124,29044112,https://github.com/ColeLab/MultipleComparisonsPermutationTesting,github
20181124,29052632,Custom code written for the purpose of this study is accessible at https://github.com/DJALab/VMHvl_imaging.,github
20190208,29054677,rs17759843 has an MAF of 0.11 in Caucasians and 0.01 in African Americans per dbGAP HapMap populations.,dbgap
20190103,29054735,"Artifact Detection Toolbox (http://www.nitrc.org/projects/artifact_detect/) was used to censor functional volumes with movement > 3 standard deviations from the participant’s mean, > 0.5 mm scan-to-scan translation, or > 0.01 degrees of scan-to-scan rotation.",nitrc
20190208,29054737,The code for the required processing is available for general use at https://github.com/josephdviviano/qa-dti.,github
20190208,29054737,The code made available through github (https://github.com/josephdviviano/qa-dti) will output the proposed cumulative metrics as text files in csv format.,github
20181116,29058768,Duplicates were removed after mapping using Picard Tools MarkDuplicates (version 1.95) with default parameters (“http://broadinstitute.github.io/picard/”).,github
20181110,29059185,"The database contains activation coordinates that were automatically extracted from 11,409 published fMRI studies (release v0.6, July 2015; data are available from github.com/neurosynth/neurosynth-data), as well as associated semantic terms extracted from the corresponding article abstracts.",github
20181110,29059185,"Images that were not nominally in this space (e.g., many of the NeuroVault maps) were transformed to the target using an affine transformation with continuous interpolation (using the resample_img function in the nilearn package; nilearn.github.io).",github
20181110,29059185,"For neuroimaging data analysis, we used the nibabel library for I/O operations and basic image manipulation (http://nipy.org/nibabel) and the nilearn library (http://nilearn.github.io) to plot brain slices.",github
20181110,29059185,Word clouds were generated using the word_cloud package (https://github.com/amueller/word_cloud).,github
20181110,29059185,"An open-source implementation of our GC-LDA model, including documentation and examples, is publicly available on GitHub (https://github.com/timothyrubin/python_gclda).",github
20181229,29063506,LDpred is freely available for download at https://github.com/bvilhjal/ldpred.,github
20181203,29066854,"In order to do this, we used the HapMap3 LD scores (NSNPs= 1,293,150), computed for each SNP based on the LD observed in European ancestry individuals from 1000 Genomes project (online accessible: http://github.com/bulik/ldsc).",github
20181207,29068436,Data access for several cohorts used in this study was provided by the National Center for Biotechnology Information (NCBI) database of Genotypes and Phenotypes (dbGaP).,dbgap
20181207,29068436,dbGaP accession numbers for these cohorts were as follows:,dbgap
20181124,29069078,"Here, genetically labeled cells were characterized either for their transcriptomic profiles, using single-cell RNA sequencing (scRNAseq), or their electrophysiological properties, using patch-clamp electrophysiology in vitro with standardized protocols (http://celltypes.brain-map.org/).",brain-map.org
20181124,29069078,"For each cell in the AIBS Cell Types database (http://celltypes.brain-map.org/), representing 847 single cells as of December 2016, we downloaded its corresponding raw and summarized ephys data (summary measurements included input resistance and resting potential).",brain-map.org
20190321,29073649,"Recently, the goal of identifying all neuronal cell-types has taken on prominence in science, as evidenced by the cell atlas project at the Chan Zuckerberg Biohub (https://czbiohub.org/projects/cell-atlas/), the cell-types database at the Allen Brain Institute (http://celltypes.brain-map.org/) and the BRAIN Initiative call to identify neural cell-types (https://braininitiative.nih.gov/pdf/BRAIN2025_508C.pdf).",brain-map.org
20181229,29081874,An implementation of sLED is provided at https://github.com/lingxuez/sLED.,github
20181229,29081874,The simulation results in this section can be reproduced using the code provided at https://github.com/lingxuez/sLED.,github
20190530,29083301,The full anonymized dataset from this study is available in the NDAR data repository https://ndar.nih.gov/ under the collection ID 2417.,ndar
20181121,29083401,The Python code used for image analysis and the Matlab code for sequence analysis is available at github.com/ZhuangLab as well as in the Supplementary Software.,github
20181124,29083405,We compared the number of eGenes identified in each tissue using the above procedure with the results of GTEx (Analysis Release V6; dbGaP Accession phs000424.v6.p1).,dbgap
20181112,29084214,This code can be found at https://github.com/chenhao392/flyMemoryProject.,github
20190111,29085899,"To quantify mesoscale neuroanatomy, we developed an open-source pipeline for X-ray data analysis known as X-BRAIN (X-ray Brain Reconstruction, Analytics and Inference for Neuroanatomy; nerdslab.github.io/xbrain).",github
20190111,29085899,Both our raw data and its derivatives are freely available for download and visualization (nerdslab.github.io/xbrain).,github
20190111,29085899,"Matlab and Python code, manual annotations, and image data are openly available through nerdslab.github.io/xbrain, providing a community resource for the automated segmentation and quantification of mesoscale brain anatomy.",github
20190206,29088339,The code used to conduct analyses is available from F.V.’s github:  (DOI: 10.5281/zenodo.528674).,github
20181201,29089503,"To facilitate reproducible science, the bioinformatic analyses have been posted to Github under an open-source MIT License [https://github.com/DamLabResources/hiv-crispr-review].",github
20181124,29089582,Data is publicly available at the HCP online database (http://www.humanconnectome.org/documentation/S500/).,humanconnectome.org
20181124,29089582,"All data analyzed in this manuscript were obtained from the WU-Minn Consortium HCP (WU-Minn HCP 500 Subjects + MEG2 Data Release), which is publicly available at the HCP online database (http://www.humanconnectome.org/).",humanconnectome.org
20190401,29090337,The primary data source for this study was the Washington University-University of Minnesota consortium of the Human Connectome Project (HCP; http://www.humanconnectome.org).,humanconnectome.org
20190401,29090337,"Reproducibility of results was assessed using an independent set of data from the enhanced Nathan Kline Institute (NKI)-Rockland Sample (http://fcon_1000.projects.nitrc.org/indi/enhanced), which we used in a previous study.",fcon_1000.projects
20190401,29090337,"Since the detection of communities in time-resolved functional network is computationally demanding, we focused on the data coming from the sample labeled 100 Unrelated Subjects in ConnectomeDB (https://db.humanconnectome.org).",humanconnectome.org
20190401,29090337,This cortical parcellation was derived from the atlas files myatlas_60_lh.gcs and myatlas_60_rh.gcs in Connectome Mapper (https://github.com/LTS5/cmp).,github
20190502,29092750,"To investigate shared molecular mechanisms, we used information about genetic overlap (i.e., shared risk alleles) from LD Hub v1.4.0 (http://ldsc.broadinstitute.org/ldhub/), calculated using the LD regression score method (available at https://github.com/bulik/ldsc).",github
20181206,29093671,This is available under the GNU General Public License version 3 here: https://github.com/Neuroinflab/fourspheremodel.,github
20181204,29096718,"To identify regions of human prefrontal cortex with gene expression profiles similar to regions of squirrel monkey prefrontal cortex, we compared monkey results to Allen Brain Atlas human brain microarray data (http://human.brain-map.org, downloaded 12/2015).",brain-map.org
20190502,29100838,"The ALICE scripts are freely available upon request to the correspondent author, and will be available on GitHub (https://github.com/UMCU-RIBS/ALICE.git) upon publication of the manuscript.",github
20181118,29100938,"6, where the accuracy of the algorithm presented here is compared to that achieved by the groupwise image registration method described in, whose implementation is publicly available, as part of the Advanced normalisation Tools (ANTs) package, through the web site http://stnava.github.io/ANTs/.",github
20190218,29100940,"Preliminary dHCP data can be found from https://data.developingconnectome.org (version 1.1), and HCP data can be downloaded from https://db.humanconnectome.org.",humanconnectome.org
20190218,29100940,"note, that the released HCP MSMAll data used the ADP version of MSMAll, however the MSMSulc and MSMAll pipelines based on strain-based regularisation are publicly available (https://github.com/Washington-University/Pipelines) and will be used in follow up HCP projects on development, ageing and human disease;",github
20190218,29100940,http://www.humanconnectome.org/,humanconnectome.org
20190218,29100940,http://www.humanconnectome.org/documentation/Q1/imaging-protocols.html,humanconnectome.org
